id,price
1,653849.625
2,739186.75
3,435556.0625
4,389226.5
5,992801.875
6,418323.625
7,220489.109375
8,329854.40625
9,339504.15625
10,507200.625
11,1083938
12,370142.3125
13,1976528.625
14,532431.625
15,587371.875
16,1541770.125
17,507885.15625
18,339286.5
19,503043
20,446115.0625
21,512922.5625
22,1248328.75
23,495617.0625
24,712841.625
25,326311.5
26,243648.796875
27,661100.4375
28,239328.015625
29,603978.125
30,212498.234375
31,783622.4375
32,704809.875
33,440091.09375
34,186064.453125
35,268472.84375
36,213703.078125
37,299257.125
38,604257.0625
39,665830.4375
40,847277.375
41,683510.8125
42,474177.84375
43,958290.9375
44,225209.546875
45,279717.1875
46,488233.96875
47,423473.75
48,861969.875
49,1145694.75
50,3222970.5
51,359292.84375
52,866996.25
53,739988.25
54,343858.1875
55,533781.75
56,520576.5
57,568558.125
58,500097.34375
59,274220.3125
60,224913.171875
61,223024.046875
62,273073.03125
63,363670.5625
64,910930.8125
65,289282.5625
66,503796.5625
67,817408.25
68,269392.625
69,936815.75
70,579376
71,396888.40625
72,439289.40625
73,710012.625
74,998878.375
75,455192
76,3121877.5
77,323157.375
78,651786.375
79,505124.9375
80,1694601.5
81,225008.296875
82,418827.40625
83,428618.5625
84,873238
85,386092.8125
86,472306.3125
87,396490.21875
88,316787.78125
89,353584.40625
90,235888.875
91,526708.375
92,259358.828125
93,589794.625
94,453364.40625
95,926005
96,686138.6875
97,1132825.5
98,400136.75
99,647322.5625
100,299828.375
101,503847.84375
102,393870.21875
103,290658.21875
104,530536.3125
105,295242.0625
106,804297.5
107,629828.1875
108,485568.4375
109,603715.9375
110,379694.5625
111,724571.625
112,527996.625
113,300148.5
114,429191.0625
115,260153.65625
116,381300.9375
117,288746.8125
118,971267.375
119,183787.265625
120,280036.8125
121,1017907.375
122,364421.625
123,358183.96875
124,625965.9375
125,334400.875
126,335930.625
127,668662.75
128,806117.0625
129,798066.5625
130,241319.359375
131,717143
132,460345.4375
133,407005.5625
134,410169.84375
135,445114.28125
136,609809.625
137,1058974
138,333418.375
139,539083.125
140,738048.375
141,661672.125
142,314944.8125
143,814669.75
144,561016.5
145,587648.1875
146,812896
147,1859197.625
148,342309.3125
149,494282.75
150,1104663.5
151,1383788.625
152,1302396.75
153,308216.1875
154,862440.4375
155,500896.8125
156,273818.4375
157,201994.921875
158,409267.8125
159,215194.734375
160,516079.6875
161,696168.875
162,458039
163,543978
164,507308.40625
165,542292.875
166,387198.8125
167,601872.5
168,620599.3125
169,293333.34375
170,496904
171,590073.9375
172,600973.875
173,193901.890625
174,317198.125
175,409293.96875
176,271556.25
177,329440.03125
178,376347.625
179,407558.0625
180,196779.078125
181,671735.25
182,354326.1875
183,432994.75
184,808441.375
185,433569.5625
186,512729.9375
187,683898.375
188,501119.34375
189,698003.75
190,506897.46875
191,223455.453125
192,825730.75
193,399261.34375
194,254281.890625
195,389195.5
196,188873.140625
197,318485.53125
198,1096586.25
199,244717.765625
200,587589.75
201,263844.25
202,501187.03125
203,792919.0625
204,1417990.5
205,795697.875
206,222439.125
207,739725.125
208,666664.6875
209,258959.109375
210,440040.125
211,311151.71875
212,634149.875
213,276097.65625
214,238006.5
215,718741.5
216,323032.25
217,324276.5
218,701829.0625
219,528231.3125
220,688243.5
221,483041.25
222,857409.375
223,302337.03125
224,245939.90625
225,217960.109375
226,1137240.375
227,372119.1875
228,342074.125
229,2198906.75
230,553032.25
231,804710.4375
232,463692.28125
233,196951.953125
234,571854.75
235,538078
236,1048555.5
237,240635.703125
238,481859.9375
239,543963.5
240,210871.625
241,387812.75
242,443732.125
243,1178369.125
244,311280.625
245,1066076.25
246,212165.109375
247,691506.6875
248,4024413.5
249,257253.015625
250,264577.5
251,273687
252,356428.75
253,313773.125
254,311639.9375
255,330968.65625
256,352412.3125
257,479247.96875
258,1087941.5
259,301099.25
260,301927.0625
261,296633.90625
262,827690.125
263,628504
264,480772.4375
265,1387396.875
266,824262.5
267,339662.3125
268,437072.125
269,417699.9375
270,515131.9375
271,466547.375
272,471591.75
273,523416
274,480696.46875
275,419393.75
276,511557.875
277,796081.375
278,380382.75
279,200335.578125
280,552589
281,468751.5625
282,364926.875
283,462992.75
284,464845
285,1166868.875
286,788258
287,281696.625
288,955725.625
289,394899.34375
290,742131.75
291,622955.1875
292,260317.375
293,486566.34375
294,829198
295,242302.1875
296,636786.4375
297,264890.875
298,516314.53125
299,254753.21875
300,657651.375
301,1822977.25
302,309359.125
303,871519.375
304,799740.25
305,441947.75
306,485117.53125
307,488858.125
308,719245.75
309,224595.046875
310,182331.421875
311,718999.8125
312,420352.59375
313,477852.96875
314,582936
315,526144.875
316,526461.125
317,604897.3125
318,1488214.75
319,469810.625
320,615895.875
321,531006.0625
322,530723.5625
323,466693.9375
324,480768.28125
325,950031.4375
326,524567.8125
327,447535.78125
328,717294.5
329,982849.5625
330,341805
331,379801.40625
332,792407.625
333,295081.875
334,446161.9375
335,338526.125
336,294055.09375
337,1112182
338,862717.375
339,552063.75
340,437498.5625
341,272707.375
342,901279.5625
343,517418.8125
344,339684.78125
345,589046.375
346,440871.1875
347,359136.46875
348,576032
349,1471747.75
350,220141.3125
351,188110.640625
352,722261.8125
353,405196.90625
354,486937.8125
355,873162.875
356,170532.265625
357,313720.46875
358,811812.125
359,411647.84375
360,559743.25
361,539356.625
362,709588.875
363,618880.5
364,665133.1875
365,869861.75
366,296815.40625
367,229454.328125
368,362848.4375
369,538977.5
370,299081.125
371,588745.4375
372,269691.9375
373,465134
374,331621.125
375,232119.421875
376,949419.375
377,371550.75
378,460456.40625
379,508122.15625
380,1158535.75
381,659649.5
382,648650.8125
383,234380.109375
384,373602.53125
385,392675.40625
386,322168.5
387,625906.8125
388,356382.03125
389,298801
390,437662.65625
391,751210.25
392,328670.3125
393,486305
394,378492.40625
395,382489.4375
396,1698265.5
397,1970263.875
398,587902.8125
399,480782.875
400,706304.6875
401,206792.453125
402,743084.25
403,435029.75
404,637672.875
405,335601.1875
406,554746.25
407,372623.5625
408,942754.375
409,1181236.875
410,274340.9375
411,403154
412,631594.5
413,702685.125
414,1278468
415,402346.78125
416,593234.125
417,1307966
418,1118687.75
419,514645.21875
420,536098.875
421,221420.15625
422,257844.1875
423,532049.1875
424,400351.5625
425,238310.8125
426,447085.28125
427,1448132
428,467349.78125
429,506393.4375
430,403314.25
431,230694.171875
432,527449.875
433,751391.5
434,367446.4375
435,202192.25
436,274015.15625
437,1099570.125
438,193777.140625
439,734250.375
440,495150.03125
441,318524.375
442,510790.46875
443,378062.03125
444,299207.125
445,1218945.875
446,425975.375
447,570701.6875
448,350677.8125
449,493571.875
450,341497.375
451,266100.9375
452,263146.0625
453,290638.4375
454,320798.8125
455,1326828.5
456,480757.375
457,314483.9375
458,327751.1875
459,465021.75
460,501248.84375
461,775184.3125
462,339325.125
463,525455.375
464,444059.71875
465,433792.25
466,643084.875
467,543808.125
468,461711.59375
469,2544748.5
470,526324.75
471,619440.25
472,426363.1875
473,447939.65625
474,744312
475,341974.21875
476,326844
477,824391.8125
478,950223.1875
479,421771.15625
480,1714752
481,221780.109375
482,626640.125
483,688229.75
484,2510905.75
485,720800.5625
486,370856.4375
